applicant_id,credit_score,monthly_income,monthly_rent,employment_type,employment_verified,income_verified,rental_history_years,previous_evictions,property_type,bedrooms,bathrooms,square_feet,property_age_years,city,furnished,pets_allowed,parking_spaces,lease_term_months,market_median_rent,local_unemployment_rate,inflation_rate,move_in_date,default_flag
15119,553,104287,28754,Freelance,0,1,4,0,Apartment,1,2,551,3,Bangalore,0,0,2,12,22814,2.728021747715224,4.6839666909853594,2029-01-03 00:00:00,0
15120,745,47412,47099,Freelance,1,1,1,0,Studio,2,1,300,4,Delhi,0,0,0,12,32879,4.968604766093643,4.0557280189318305,2029-01-03 12:00:00,0
15121,569,9630,23656,Self-employed,1,1,5,0,Studio,2,2,502,9,Mumbai,0,0,0,24,26784,5.001347301581207,3.0411239141176347,2029-01-04 00:00:00,1
15122,645,21920,67538,Full-time,1,1,5,0,Apartment,3,1,695,3,Pune,1,0,1,6,33862,6.895827427326742,5.482370689298546,2029-01-04 12:00:00,0
15123,659,24242,10123,Self-employed,1,1,2,0,Studio,2,3,1141,2,Bangalore,1,0,1,6,29646,7.3616324031430445,5.622361739391999,2029-01-05 00:00:00,0
15124,674,27147,31405,Full-time,0,0,0,0,Villa,1,1,399,3,Bangalore,0,1,0,12,37526,6.113777788373913,5.600988257621356,2029-01-05 12:00:00,0
15125,735,17209,28770,Part-time,1,1,1,0,Condo,1,2,934,1,Delhi,0,1,0,24,35323,6.0013627686041495,6.678733005067494,2029-01-06 00:00:00,0
15126,625,16785,20642,Part-time,1,1,1,0,Apartment,3,1,653,3,Mumbai,0,0,0,24,27680,1.4297122504934894,5.0393071255430435,2029-01-06 12:00:00,0
15127,658,106590,16788,Freelance,1,1,2,0,Condo,3,1,935,3,Mumbai,1,1,0,24,27272,4.545464236484614,6.150494164713982,2029-01-07 00:00:00,0
15128,678,9051,14893,Part-time,1,1,1,0,Villa,3,1,1005,15,Mumbai,1,0,0,12,19166,3.894259422767038,3.657524786078405,2029-01-07 12:00:00,0
15129,691,20348,32246,Part-time,1,1,1,0,Condo,2,1,894,2,Delhi,0,0,1,12,25692,5.875723642728976,7.397577491650335,2029-01-08 00:00:00,0
15130,687,59685,25208,Self-employed,1,1,1,0,Studio,1,1,1031,16,Hyderabad,1,0,2,24,25713,5.022353138172603,4.886790112235827,2029-01-08 12:00:00,0
15131,714,23248,22765,Full-time,1,1,5,0,Apartment,3,3,543,2,Delhi,0,1,1,24,16116,3.635315554755041,6.367502639698078,2029-01-09 00:00:00,0
15132,747,50024,26291,Full-time,1,0,1,1,Studio,2,2,561,1,Pune,0,0,2,12,28612,2.552447514307158,3.898953289622101,2029-01-09 12:00:00,0
15133,711,26341,17201,Full-time,1,0,6,0,Apartment,1,1,444,5,Delhi,0,0,2,12,19722,5.360916616314144,8.06307002831786,2029-01-10 00:00:00,0
15134,716,51531,31375,Full-time,1,1,0,0,Studio,3,1,558,12,Hyderabad,0,0,0,12,23502,5.6859816684507924,5.7303678032055,2029-01-10 12:00:00,0
15135,553,15829,11159,Self-employed,1,1,3,0,Condo,2,2,539,5,Delhi,0,0,1,12,24194,2.2598218499159954,4.691926110428049,2029-01-11 00:00:00,1
15136,684,8210,19481,Full-time,1,0,0,0,Studio,2,1,550,16,Bangalore,0,0,1,12,22423,4.3877356415166595,7.699578429067664,2029-01-11 12:00:00,0
15137,718,26347,17602,Freelance,1,1,7,0,Studio,2,1,474,17,Hyderabad,0,1,0,12,27912,1.0,4.037912102521609,2029-01-12 00:00:00,0
15138,738,8685,15627,Freelance,1,1,10,0,Condo,1,1,427,0,Mumbai,0,0,0,12,24614,4.8549010469762335,3.6929826554828336,2029-01-12 12:00:00,0
15139,624,34423,19073,Freelance,1,0,0,0,Condo,2,2,781,0,Delhi,1,0,1,24,25625,5.897075183962923,4.354449410841546,2029-01-13 00:00:00,1
15140,627,14627,11981,Full-time,1,1,1,0,Apartment,1,1,506,5,Pune,1,0,0,12,31735,4.087446883329428,8.50488046977325,2029-01-13 12:00:00,1
15141,634,14768,108926,Full-time,1,0,4,0,Apartment,1,1,300,3,Pune,0,0,2,24,11617,5.236571280830126,4.575517632519093,2029-01-14 00:00:00,1
15142,722,117903,41177,Freelance,1,1,1,0,Apartment,2,1,1069,5,Pune,0,0,1,12,33452,7.318789686826736,3.3426670968069834,2029-01-14 12:00:00,0
15143,762,45205,40959,Freelance,1,1,7,0,Apartment,3,1,1093,12,Bangalore,0,0,0,12,16844,4.678922112185348,4.067231021018321,2029-01-15 00:00:00,0
15144,647,10625,28068,Freelance,1,1,5,0,Villa,1,2,699,4,Bangalore,0,0,1,12,23628,5.0392118257700815,6.105868993857403,2029-01-15 12:00:00,0
15145,752,34938,35335,Full-time,1,1,4,0,Villa,2,1,549,3,Pune,0,0,0,12,24968,4.353161523663927,4.145469466834083,2029-01-16 00:00:00,0
15146,689,32391,34939,Freelance,1,1,0,0,Studio,3,1,853,3,Delhi,0,0,1,6,23716,4.840815869106217,6.732206626471104,2029-01-16 12:00:00,1
15147,670,6941,15001,Part-time,1,1,3,0,Villa,3,1,585,26,Hyderabad,1,1,1,12,32827,4.194675496317562,6.297009368293611,2029-01-17 00:00:00,0
15148,663,47959,14834,Part-time,1,0,2,0,Villa,4,2,526,7,Delhi,0,0,0,6,17854,2.1152237265437677,6.95850076007614,2029-01-17 12:00:00,0
15149,739,77828,10408,Full-time,1,1,0,0,Apartment,2,1,725,15,Delhi,0,0,0,12,23676,2.6113618705359736,9.436375081462053,2029-01-18 00:00:00,1
15150,706,25892,29650,Part-time,1,1,0,0,Studio,1,2,300,2,Pune,1,0,1,12,19769,4.076175046041803,3.8023656433237445,2029-01-18 12:00:00,1
15151,850,28748,5503,Self-employed,1,1,5,0,Villa,2,1,786,1,Delhi,0,0,1,12,22303,7.380243797475984,5.345528248210089,2029-01-19 00:00:00,0
15152,611,23254,23736,Full-time,1,0,0,0,Studio,1,1,300,1,Pune,0,0,0,12,18861,6.25199662382934,5.128251489993392,2029-01-19 12:00:00,1
15153,721,49432,14326,Freelance,1,1,3,0,Condo,2,3,774,10,Delhi,0,0,1,12,26102,3.6579187835894413,5.814173443520539,2029-01-20 00:00:00,0
15154,637,29745,5741,Self-employed,1,1,1,0,Studio,3,1,1204,3,Hyderabad,0,0,0,6,32494,7.386552851798258,5.004712065628977,2029-01-20 12:00:00,0
15155,610,30708,21929,Freelance,1,1,0,0,Villa,1,1,1019,1,Pune,1,0,1,12,18083,5.633589711585689,6.126174609089476,2029-01-21 00:00:00,1
15156,679,19005,14924,Self-employed,1,1,1,0,Villa,2,2,596,6,Hyderabad,0,1,1,36,28333,6.128521509114472,5.930941054697659,2029-01-21 12:00:00,0
15157,690,185919,23988,Self-employed,1,0,0,0,Apartment,2,3,338,6,Hyderabad,0,0,0,12,25842,7.1835291831884085,5.891774486117409,2029-01-22 00:00:00,0
15158,850,29504,12574,Freelance,1,1,2,0,Studio,2,1,1271,1,Pune,0,1,0,12,23746,2.839292814337062,5.551580227268562,2029-01-22 12:00:00,0
15159,665,63606,6560,Self-employed,1,1,9,0,Apartment,2,1,946,2,Delhi,0,1,0,12,23902,5.4062448710739375,3.1148080849966675,2029-01-23 00:00:00,0
15160,589,44908,16207,Full-time,1,0,2,0,Studio,2,1,756,0,Hyderabad,0,1,0,12,21079,2.3174906721228266,8.177888391492026,2029-01-23 12:00:00,0
15161,701,5000,9813,Part-time,1,1,2,0,Studio,3,1,938,0,Bangalore,0,0,0,12,19003,5.525179956549325,5.126360547091877,2029-01-24 00:00:00,0
15162,514,26995,4894,Part-time,1,1,5,1,Villa,2,1,300,27,Bangalore,0,0,1,12,21976,5.188387756174109,6.42008593910141,2029-01-24 12:00:00,0
15163,672,14438,32687,Part-time,0,1,1,0,Villa,4,1,1168,1,Mumbai,1,0,2,36,27479,7.02861747142823,6.614425369282992,2029-01-25 00:00:00,0
15164,681,79331,11790,Freelance,1,1,1,0,Villa,2,1,938,2,Mumbai,1,1,1,36,25897,1.3093580925826718,4.63888955507934,2029-01-25 12:00:00,0
15165,743,13185,16346,Full-time,1,1,1,0,Condo,2,2,1176,23,Mumbai,0,0,0,36,21842,3.683529557530453,3.387377840222449,2029-01-26 00:00:00,0
15166,757,53952,3843,Full-time,1,1,1,0,Villa,1,2,329,1,Hyderabad,0,0,0,12,22743,4.903681971697207,4.946075360762142,2029-01-26 12:00:00,0
15167,639,80595,13388,Freelance,1,0,0,0,Apartment,1,1,1066,4,Pune,0,1,1,12,24512,3.5133803658894207,3.921206854523641,2029-01-27 00:00:00,0
15168,667,45448,29462,Full-time,1,1,1,0,Villa,1,1,899,8,Hyderabad,0,0,1,12,24841,1.503896251286875,2.0,2029-01-27 12:00:00,0
15169,618,36425,4323,Self-employed,1,1,0,0,Apartment,2,2,732,17,Mumbai,0,0,1,12,17592,5.4848543110753045,5.862267141193384,2029-01-28 00:00:00,0
15170,589,26456,16333,Self-employed,1,1,4,0,Villa,2,2,1310,2,Mumbai,0,0,1,12,25712,5.541341256563455,3.1427577572038885,2029-01-28 12:00:00,0
15171,704,32899,10965,Part-time,0,1,8,0,Villa,2,1,566,4,Delhi,0,0,1,12,24112,6.348112375219289,3.7011333141123894,2029-01-29 00:00:00,0
15172,578,12430,30152,Full-time,1,1,3,0,Apartment,2,1,1043,6,Hyderabad,0,0,0,6,24865,6.06046623092881,4.34601780768124,2029-01-29 12:00:00,0
15173,646,41869,12897,Self-employed,1,1,1,0,Apartment,2,1,920,2,Hyderabad,0,0,0,12,24549,6.044640224875746,4.025650354922448,2029-01-30 00:00:00,0
15174,600,84220,25006,Self-employed,1,0,5,0,Condo,3,2,996,17,Hyderabad,1,1,1,12,14249,4.8316826349953,6.571894761606833,2029-01-30 12:00:00,0
15175,723,18071,27925,Part-time,1,1,10,0,Studio,3,1,1027,7,Mumbai,1,0,0,36,25593,4.380428142076856,6.928324302662281,2029-01-31 00:00:00,0
15176,824,36853,14263,Freelance,1,0,1,0,Apartment,2,1,540,31,Bangalore,1,0,0,6,28701,6.062748356729601,5.206345333044195,2029-01-31 12:00:00,0
15177,575,33430,25413,Freelance,1,1,0,0,Villa,2,1,424,0,Mumbai,0,0,1,24,27004,4.307795278964407,4.986671637842937,2029-02-01 00:00:00,0
15178,531,46635,15081,Self-employed,1,1,0,0,Studio,1,2,812,17,Mumbai,1,0,0,6,30013,5.5467996953422745,6.425847203490569,2029-02-01 12:00:00,0
15179,670,23643,22925,Full-time,1,1,1,0,Villa,1,1,1075,11,Hyderabad,1,0,0,6,24336,3.304189654689015,5.351373500280697,2029-02-02 00:00:00,0
15180,681,10863,9281,Freelance,1,1,0,0,Apartment,4,2,748,5,Hyderabad,1,0,0,36,20079,2.5709491492383134,5.51628956671077,2029-02-02 12:00:00,0
15181,697,14821,9313,Full-time,1,1,5,0,Apartment,1,3,342,4,Delhi,0,0,0,12,21307,2.8688764103636557,4.525211948436642,2029-02-03 00:00:00,0
15182,644,5683,7972,Freelance,1,1,1,0,Studio,1,2,707,2,Mumbai,0,1,1,12,30221,2.479346854418944,5.946245345378979,2029-02-03 12:00:00,0
15183,663,67565,21685,Freelance,0,1,1,0,Villa,2,3,852,12,Delhi,0,0,0,12,26451,4.475539085836493,5.184992655067784,2029-02-04 00:00:00,1
15184,709,49917,41975,Full-time,0,1,1,0,Apartment,1,1,760,26,Mumbai,0,1,1,12,23579,7.734912759187607,4.847545539230983,2029-02-04 12:00:00,0
15185,763,35895,35341,Full-time,1,1,2,0,Apartment,2,2,865,2,Delhi,1,1,0,12,22026,2.3574118795281156,4.349952669849177,2029-02-05 00:00:00,0
15186,523,20792,15235,Freelance,1,1,0,0,Apartment,2,3,815,7,Pune,0,0,1,12,25581,4.063403823525373,5.047476910770534,2029-02-05 12:00:00,1
15187,650,31899,16094,Full-time,1,1,3,0,Condo,2,2,429,2,Delhi,0,0,1,12,26745,5.722550050602227,8.116522435556522,2029-02-06 00:00:00,0
15188,697,35496,32010,Freelance,0,0,2,0,Condo,3,2,671,3,Delhi,1,0,0,12,26495,3.57230208902991,5.617497220334742,2029-02-06 12:00:00,0
15189,606,23932,45367,Self-employed,1,1,6,0,Villa,1,1,820,0,Mumbai,1,0,0,36,28088,5.015734297595048,5.404450520932356,2029-02-07 00:00:00,1
15190,818,24672,3985,Part-time,0,1,2,0,Studio,2,1,725,1,Pune,0,0,1,12,21241,7.1446257338960875,5.875275108448717,2029-02-07 12:00:00,0
15191,629,103527,12646,Freelance,1,1,1,0,Condo,2,2,1254,3,Pune,1,0,1,12,25746,3.068357225085765,6.847343417245818,2029-02-08 00:00:00,0
15192,676,13351,20111,Part-time,1,1,0,0,Studio,2,1,750,0,Bangalore,0,0,1,6,25205,6.833446026416869,6.0301882305322225,2029-02-08 12:00:00,0
15193,724,80361,17516,Freelance,1,0,2,0,Apartment,1,2,979,3,Pune,1,1,0,12,35241,7.116721423639569,6.172451979650511,2029-02-09 00:00:00,0
15194,632,9975,17147,Part-time,1,1,3,0,Condo,1,2,1125,7,Hyderabad,1,0,0,12,29734,3.720464721531248,7.709709517584892,2029-02-09 12:00:00,0
15195,532,131428,68471,Full-time,1,1,0,0,Apartment,3,1,711,24,Pune,1,0,2,12,23413,7.156336776959568,5.568904203558082,2029-02-10 00:00:00,1
15196,645,5368,10030,Full-time,1,1,0,0,Studio,2,2,900,0,Pune,1,0,1,12,24121,1.3023887244534036,3.147996434385346,2029-02-10 12:00:00,0
15197,762,52696,11713,Freelance,1,1,5,0,Condo,2,1,1319,6,Bangalore,0,0,0,12,28779,3.521381703561064,4.4437920490622025,2029-02-11 00:00:00,0
15198,653,21440,9199,Part-time,0,1,7,0,Condo,3,1,1218,10,Pune,1,0,0,36,22887,4.195548740967183,6.987302332989689,2029-02-11 12:00:00,0
15199,612,31773,5947,Part-time,0,1,1,0,Condo,2,1,862,0,Pune,0,1,1,36,22784,4.163018604039811,7.284880799867522,2029-02-12 00:00:00,0
15200,754,32592,11332,Self-employed,0,1,0,0,Condo,3,2,812,9,Delhi,1,1,1,36,29078,3.10536130293164,6.501728408795318,2029-02-12 12:00:00,0
15201,653,58952,9246,Freelance,1,0,3,0,Apartment,1,1,701,3,Hyderabad,0,0,0,36,32001,5.019377525257017,4.3769540398348,2029-02-13 00:00:00,0
15202,639,7560,14679,Part-time,1,0,0,0,Condo,4,1,900,28,Hyderabad,0,1,2,24,24531,2.3227436478261914,3.7316505227023935,2029-02-13 12:00:00,1
15203,691,35431,33137,Full-time,1,1,5,0,Studio,2,2,788,10,Delhi,0,0,0,12,24893,6.086710645777801,3.576386534662065,2029-02-14 00:00:00,0
15204,741,42115,11186,Part-time,1,1,1,0,Condo,1,1,357,20,Mumbai,0,0,1,12,23823,5.960952771900128,5.136300913989178,2029-02-14 12:00:00,0
15205,850,21395,32366,Self-employed,1,0,0,0,Villa,2,1,1040,5,Hyderabad,0,1,2,12,32285,1.6457556475735773,5.233694623123603,2029-02-15 00:00:00,0
15206,746,33228,34556,Freelance,1,0,1,2,Studio,2,1,636,11,Pune,1,0,1,12,24568,4.9536678605411915,5.592290854827876,2029-02-15 12:00:00,1
15207,772,21347,16846,Full-time,0,1,1,0,Apartment,2,1,947,0,Mumbai,0,0,2,24,29509,4.377629124338532,5.839047473870749,2029-02-16 00:00:00,0
15208,639,56603,25491,Self-employed,1,1,6,0,Studio,1,3,324,0,Mumbai,0,0,1,12,14659,7.579198015452465,4.949621092005621,2029-02-16 12:00:00,0
15209,597,48589,32314,Full-time,0,0,2,0,Studio,2,1,368,3,Delhi,0,0,0,12,25066,8.935962096577988,4.316531979979315,2029-02-17 00:00:00,1
15210,684,43199,14040,Full-time,1,1,2,0,Villa,3,2,978,31,Hyderabad,0,0,2,12,21719,4.51735295980054,3.544037328108721,2029-02-17 12:00:00,0
15211,688,61692,15550,Full-time,1,1,6,0,Villa,2,1,663,1,Delhi,0,0,2,12,17809,6.02817525814592,4.337240142243784,2029-02-18 00:00:00,0
15212,593,98493,23307,Self-employed,1,1,1,0,Studio,1,2,1150,7,Pune,0,0,1,12,19521,4.291682462556736,7.15667763962125,2029-02-18 12:00:00,0
15213,665,16428,24842,Freelance,0,1,0,0,Apartment,1,1,790,14,Bangalore,0,0,0,24,21291,5.545293659900574,4.483595950560236,2029-02-19 00:00:00,0
15214,711,214852,17328,Full-time,1,0,1,0,Condo,1,2,1243,1,Pune,0,0,1,12,18151,4.811286422602836,5.223828485192536,2029-02-19 12:00:00,0
15215,708,49736,30545,Freelance,0,1,4,0,Apartment,1,3,777,1,Hyderabad,1,0,1,12,26698,1.6433084346745939,4.834152633956693,2029-02-20 00:00:00,0
15216,720,24320,15874,Part-time,1,0,3,0,Studio,1,2,300,22,Mumbai,0,1,0,12,23263,2.3919351394899024,2.6415363002795536,2029-02-20 12:00:00,0
15217,703,228589,26466,Part-time,0,1,0,0,Villa,3,2,807,3,Hyderabad,0,0,1,12,26521,1.7522854805004981,7.587938734405891,2029-02-21 00:00:00,1
15218,639,26054,23595,Self-employed,1,1,4,0,Villa,4,2,698,1,Bangalore,0,1,1,12,29627,5.012141627768995,3.7850821455416517,2029-02-21 12:00:00,0
15219,638,13782,11606,Freelance,1,1,5,0,Apartment,1,1,575,3,Delhi,0,0,2,12,22000,3.33435159834672,5.590251598969948,2029-02-22 00:00:00,0
15220,584,24152,47051,Part-time,1,1,1,0,Condo,3,2,769,8,Hyderabad,1,1,0,12,25248,2.114876383932255,6.0613079566703325,2029-02-22 12:00:00,0
15221,822,23242,34766,Part-time,0,1,6,0,Villa,3,2,1029,13,Hyderabad,1,0,1,12,26561,8.060711422085305,6.526078057381984,2029-02-23 00:00:00,1
15222,681,86504,8656,Part-time,1,1,4,0,Apartment,2,1,433,11,Hyderabad,1,0,2,12,23437,5.233495223375064,5.837069960539638,2029-02-23 12:00:00,1
15223,662,33182,28799,Freelance,1,1,2,0,Apartment,1,1,875,5,Pune,0,0,1,12,29016,4.544395686782986,6.371959579631945,2029-02-24 00:00:00,1
15224,605,39342,14424,Part-time,1,1,0,0,Villa,2,1,640,1,Bangalore,0,1,2,24,29749,1.755283139285682,4.818523571633868,2029-02-24 12:00:00,0
15225,850,38210,30959,Part-time,0,1,1,0,Villa,3,1,846,0,Mumbai,1,1,0,12,35132,4.369569668027002,4.880036276600322,2029-02-25 00:00:00,0
15226,594,92309,38557,Full-time,0,1,4,0,Villa,2,1,644,8,Hyderabad,0,1,1,12,25499,5.592622849773122,6.5591648800039515,2029-02-25 12:00:00,0
15227,645,28055,26471,Part-time,1,0,3,0,Villa,1,1,496,7,Hyderabad,0,0,0,12,22232,5.011964307501286,3.7032807467104414,2029-02-26 00:00:00,0
15228,713,30821,41191,Self-employed,1,1,1,0,Apartment,1,1,740,17,Bangalore,0,0,2,24,26848,1.9366768279937832,5.652584256981429,2029-02-26 12:00:00,1
15229,728,20932,26850,Self-employed,1,1,6,1,Studio,2,2,650,7,Pune,0,0,2,12,25760,1.5270927176388631,8.11745358650365,2029-02-27 00:00:00,0
15230,756,25937,13475,Full-time,1,1,5,0,Apartment,1,1,300,0,Mumbai,0,0,1,24,23896,3.4872840878218936,6.764156359138653,2029-02-27 12:00:00,1
15231,824,55277,4136,Full-time,1,1,1,0,Studio,2,3,711,2,Mumbai,1,0,1,24,21018,5.097655892977082,4.103891949258477,2029-02-28 00:00:00,0
15232,720,65050,8027,Part-time,1,1,1,0,Studio,2,2,1041,11,Bangalore,0,0,2,12,20767,3.30303961781627,4.84174268987617,2029-02-28 12:00:00,0
15233,595,141473,11846,Part-time,0,0,5,0,Apartment,3,1,712,10,Mumbai,0,0,2,24,26097,1.368360780441591,6.246495589881798,2029-03-01 00:00:00,0
15234,659,33414,25354,Full-time,1,1,3,0,Villa,2,1,740,9,Hyderabad,1,0,1,12,19889,6.682224167082975,2.0,2029-03-01 12:00:00,0
15235,704,29406,7388,Self-employed,1,1,2,0,Studio,2,1,539,10,Delhi,1,0,1,12,15584,2.0760629996778897,4.311113221419458,2029-03-02 00:00:00,0
15236,845,49897,6830,Self-employed,1,0,1,0,Apartment,2,2,502,7,Mumbai,0,1,0,6,27277,2.9896141165116776,7.108977875469303,2029-03-02 12:00:00,0
15237,568,24957,13222,Self-employed,1,0,1,0,Studio,2,2,757,3,Mumbai,0,0,0,24,25925,3.1769248739838605,4.7056117205335966,2029-03-03 00:00:00,0
15238,776,21751,14327,Part-time,1,1,6,0,Studio,2,2,546,2,Bangalore,0,0,1,12,20487,4.514676064457725,7.029245110413504,2029-03-03 12:00:00,1
15239,694,47045,19014,Part-time,1,1,0,0,Villa,2,2,1052,1,Mumbai,0,1,0,24,28151,6.494340115548032,5.6050835675678226,2029-03-04 00:00:00,0
15240,747,26543,43154,Freelance,1,1,1,0,Villa,1,3,460,13,Pune,0,0,1,24,22913,5.723530599475955,6.2791765994111035,2029-03-04 12:00:00,0
15241,671,28807,12438,Full-time,1,1,2,0,Studio,1,1,1157,10,Hyderabad,0,1,1,24,29435,5.4810077680264175,9.003689669719328,2029-03-05 00:00:00,0
15242,612,58956,15953,Freelance,1,1,8,0,Apartment,2,1,445,0,Delhi,1,0,0,12,22851,6.812924269566957,5.403784546914483,2029-03-05 12:00:00,0
15243,740,46541,32749,Freelance,1,1,0,0,Villa,1,1,843,12,Hyderabad,1,0,0,12,20937,3.1766027569380872,4.842843316911071,2029-03-06 00:00:00,0
15244,732,179948,9344,Part-time,0,1,0,0,Studio,2,1,640,13,Pune,0,1,1,6,29321,6.841026667406456,5.772651391445898,2029-03-06 12:00:00,0
15245,757,75921,39831,Freelance,0,0,0,0,Condo,2,1,1229,0,Hyderabad,1,1,1,12,20729,4.0309808850921325,4.49236537538169,2029-03-07 00:00:00,0
15246,678,19655,8856,Self-employed,1,1,7,0,Villa,1,1,1090,6,Hyderabad,0,1,1,12,35125,2.6205998317817496,5.254689740993758,2029-03-07 12:00:00,0
15247,632,26375,13116,Full-time,1,1,1,0,Villa,1,1,873,4,Bangalore,0,0,0,24,23325,4.586747161073161,5.33253913793214,2029-03-08 00:00:00,0
15248,555,12109,10711,Full-time,1,1,1,0,Apartment,1,2,1069,5,Hyderabad,0,0,0,12,22610,4.879736718111527,6.041673597411818,2029-03-08 12:00:00,1
15249,745,16674,52919,Self-employed,1,0,0,0,Apartment,1,2,506,0,Pune,1,1,2,24,25577,5.300431370570131,6.337698482324229,2029-03-09 00:00:00,1
15250,713,99685,19193,Freelance,1,1,1,0,Studio,3,1,1051,26,Delhi,1,1,1,12,30997,2.7824406756339792,6.742948378015983,2029-03-09 12:00:00,0
15251,602,29079,15581,Freelance,0,1,5,0,Villa,2,1,610,27,Pune,0,0,0,12,21674,1.5968179229159305,3.5404524933274777,2029-03-10 00:00:00,0
15252,636,11981,7717,Part-time,1,1,0,0,Condo,3,1,1140,4,Bangalore,1,0,0,12,23329,3.2304111095304053,5.847352700104219,2029-03-10 12:00:00,0
15253,642,7648,40157,Part-time,1,0,0,0,Studio,1,1,736,11,Delhi,0,0,0,12,22663,7.460234087304228,7.022900688796934,2029-03-11 00:00:00,1
15254,561,11188,31474,Freelance,0,0,1,0,Condo,2,2,600,2,Delhi,0,0,0,12,31959,6.115138902292649,3.439352691471618,2029-03-11 12:00:00,0
15255,614,19110,11081,Freelance,1,1,2,0,Studio,2,1,972,1,Pune,0,1,1,36,14649,5.066050304902579,2.0,2029-03-12 00:00:00,0
15256,589,36423,18129,Part-time,1,1,2,0,Studio,1,1,607,17,Delhi,0,1,0,24,18308,3.4941138871531114,3.897179511094609,2029-03-12 12:00:00,0
15257,647,26443,23460,Part-time,1,1,6,0,Studio,2,2,1124,22,Pune,0,1,1,12,22016,2.9758348226926583,5.406542845956254,2029-03-13 00:00:00,0
15258,620,63499,22450,Full-time,1,1,1,0,Villa,2,1,379,2,Bangalore,0,0,1,12,12923,2.2583150110921597,6.687718020275804,2029-03-13 12:00:00,0
15259,549,17177,12718,Full-time,1,1,0,0,Studio,2,1,1082,5,Pune,0,0,1,12,22449,3.3745536606177424,4.138403892671025,2029-03-14 00:00:00,1
15260,841,96873,51573,Full-time,1,1,1,0,Villa,2,3,578,4,Mumbai,0,0,1,24,28371,5.910191936003435,5.159335467591447,2029-03-14 12:00:00,0
15261,780,32562,15305,Self-employed,1,1,1,0,Studio,2,1,555,4,Mumbai,0,0,2,24,21470,7.8960392541068956,4.036169528582463,2029-03-15 00:00:00,0
15262,617,52398,15636,Freelance,1,1,7,0,Studio,2,1,957,1,Hyderabad,1,0,0,12,21313,6.46340820829716,4.208088587172888,2029-03-15 12:00:00,0
15263,701,23952,35423,Self-employed,1,1,2,0,Villa,1,1,300,1,Bangalore,0,0,0,12,29795,4.55807110086518,4.997394845056633,2029-03-16 00:00:00,0
15264,713,81924,29890,Full-time,1,1,1,0,Villa,2,2,466,1,Delhi,0,0,0,12,27160,6.967595546958089,7.184534910453051,2029-03-16 12:00:00,0
15265,775,12559,33861,Freelance,1,1,0,0,Villa,2,2,829,8,Delhi,0,1,0,12,22154,6.741821707253161,4.7793283196810235,2029-03-17 00:00:00,0
15266,614,13532,67284,Self-employed,1,1,0,0,Condo,1,1,1014,7,Mumbai,0,0,0,12,26317,7.0612876385468635,4.814967044017638,2029-03-17 12:00:00,0
15267,767,16720,11226,Part-time,1,1,4,0,Apartment,2,1,809,10,Pune,0,0,1,12,18880,1.0,4.050998281211519,2029-03-18 00:00:00,0
15268,636,93036,19886,Self-employed,1,1,2,0,Villa,2,1,481,9,Hyderabad,1,0,1,12,29379,9.020418220043961,6.959125304683779,2029-03-18 12:00:00,0
15269,573,30041,10225,Self-employed,0,1,0,0,Condo,2,2,1164,11,Bangalore,0,0,0,6,20342,5.736963151351227,4.982832785196279,2029-03-19 00:00:00,0
15270,737,17005,12398,Full-time,1,1,0,0,Condo,2,1,561,5,Delhi,1,0,2,24,26738,2.0230106076101118,7.119690891159038,2029-03-19 12:00:00,0
15271,783,31035,10289,Self-employed,1,1,2,0,Villa,3,1,644,29,Mumbai,1,0,0,12,21518,5.507710359330601,2.0,2029-03-20 00:00:00,0
15272,850,41672,16975,Freelance,1,1,1,0,Studio,2,1,725,32,Hyderabad,0,0,2,12,23482,8.61524123985662,5.6215098697190875,2029-03-20 12:00:00,0
15273,584,15342,31626,Full-time,1,0,1,0,Villa,2,1,493,15,Delhi,1,0,0,12,19113,2.0769493787529,5.2799072691349975,2029-03-21 00:00:00,1
15274,735,41260,14002,Self-employed,1,1,3,1,Apartment,2,1,1023,16,Bangalore,0,0,2,24,23041,3.07417012212003,4.262738547259571,2029-03-21 12:00:00,0
15275,647,32569,19966,Freelance,1,1,1,0,Villa,1,1,546,1,Delhi,0,1,2,12,33064,5.929592706024355,4.535455396853624,2029-03-22 00:00:00,0
15276,742,24229,9641,Self-employed,1,1,6,0,Apartment,1,2,803,28,Bangalore,0,0,1,12,23056,5.535139711526995,4.9256869719486405,2029-03-22 12:00:00,0
15277,562,13186,10687,Part-time,0,0,7,0,Villa,1,2,768,5,Hyderabad,1,0,0,12,22081,5.811347450833396,7.421545373798222,2029-03-23 00:00:00,1
15278,578,73927,6876,Full-time,1,1,4,0,Villa,2,1,693,5,Bangalore,0,1,0,12,13446,1.0,4.765930125296165,2029-03-23 12:00:00,0
15279,617,24958,14074,Part-time,1,1,3,0,Studio,1,1,924,19,Delhi,1,0,2,12,27760,2.916484397759416,6.9075505119265905,2029-03-24 00:00:00,0
15280,686,5000,16099,Part-time,1,1,0,0,Studio,1,2,300,6,Delhi,1,0,1,24,19056,3.6109275345881953,5.593409775575438,2029-03-24 12:00:00,1
